"ID","优先级","层级","模块","标题","前置数据","GIVEN","WHEN","THEN","对应需求","建议自动化"
"AT-SUP-006","P0_BLOCKER","E2E","SUPPORT_TAKEOVER","恢复自动化前重新校验业务事实","FX-SUPPORT-AUTOMATION-RESUMABLE","GIVEN 客服处理完成且订单仍可自动继续","WHEN L2 或有权限员工点击恢复自动化","THEN API 重新校验订单版本、候选、就绪、余额与预留；通过后从明确 resumeAction 继续，不通过则保持暂停并返回原因","BASELINE-P0; BASELINE-SUPPORT","E2E_DASHBOARD_API"
"AT-RFP-001","P0_BLOCKER","API","REFERRAL_PROGRAM","推广者固定额首购返佣只结算一次","FX-REFERRAL-PROMOTER-FIXED","GIVEN 被推荐用户绑定 PROMOTER_FIRST_PURCHASE 固定额计划且首次符合条件净消费完成","WHEN 相同消费事件重复或后续消费到达","THEN 仅生成一条固定金额 Commission 主记录并永久标记计划已结算；重复事件无额外返佣","BASELINE-REFERRAL","API_IDEMPOTENCY"
"AT-RFP-002","P0_BLOCKER","API","REFERRAL_PROGRAM","推广者首笔净消费百分比返佣","FX-REFERRAL-PROMOTER-PERCENT","GIVEN PROMOTER_FIRST_PURCHASE 配置按首笔符合条件净消费百分比结算","WHEN 首笔订单完成并出现后续订单或礼物","THEN 按 basis points 对首笔净额向下取整且只结算一次；后续消费不再产生该计划返佣","BASELINE-REFERRAL","API_MONEY_CALC"
"AT-RFP-003","P0_BLOCKER","API","REFERRAL_PROGRAM","陪玩长期计划覆盖符合条件订单与礼物","FX-REFERRAL-PLAYER-LIFETIME","GIVEN 被推荐用户绑定 PLAYER_LIFETIME 且计划允许净订单和净礼物消费","WHEN 多笔符合条件消费依次完成并发生重复事件","THEN 每个业务来源最多一条 Commission 主记录，均使用计划快照比例，重复事件不重复返佣","BASELINE-REFERRAL","API_DB_INTEGRATION"
"AT-RFP-004","P0_BLOCKER","API","REFERRAL_PROGRAM","两个返佣来源互斥","FX-REFERRAL-MUTEX","GIVEN 用户已有一个有效 PROMOTER_FIRST_PURCHASE 或 PLAYER_LIFETIME 来源","WHEN L3 尝试绑定另一个有效来源或并发绑定两种计划","THEN 唯一约束只允许一个来源；失败请求不产生半成品；绑定、拒绝与改绑尝试写审计","BASELINE-REFERRAL","API_DB_CONCURRENCY"
"AT-RFP-005","P0_BLOCKER","E2E","REFERRAL_PRIVACY","被推荐用户端全链路不泄露返佣关系","FX-REFERRAL-CONFIDENTIAL","GIVEN 客户是某返佣计划的被推荐用户","WHEN 其查看用户 API、Discord 面板、错误、通知、消费历史和可下载响应","THEN 不出现受益人、关系类型、比例、金额或状态；对象不存在与无权访问错误不可用于探测关系","BASELINE-REFERRAL","E2E_PRIVACY_SCAN"
"AT-RFP-006","P0_HIGH","API","REFERRAL_PRIVACY","受益人只看自己的脱敏收益","FX-REFERRAL-BENEFICIARY-VIEW","GIVEN 推广者或陪玩作为返佣受益人","WHEN 查询自己的返佣收益","THEN 只返回归属自己的金额与状态，来源用户按规则脱敏；不可反查联系方式、订单私密频道或其他受益人记录","BASELINE-REFERRAL","API_DATA_SCOPE"
"AT-RFP-007","P0_HIGH","API","REFERRAL_RBAC","L1-L4 按级别访问返佣资料","FX-REFERRAL-CONFIDENTIAL; FX-STAFF-L1; FX-STAFF-L2; FX-STAFF-L3; FX-STAFF-L4-A","GIVEN 四级员工分别打开同一返佣对象","WHEN 查询、绑定、纠错或确认返佣","THEN L1 看不到受益人与金额；L2 仅按已分配任务有限查看；L3/L4 可按权限绑定、纠错、确认和审计；每次访问均记录 scope","BASELINE-REFERRAL; BASELINE-RBAC","API_DATA_DRIVEN_RBAC"
"AT-RFP-008","P0_BLOCKER","API","REFERRAL_ADJUSTMENT","退款通过非负 Adjustment 冲正返佣","FX-REFERRAL-ADJUSTMENT","GIVEN 已存在 Commission 主记录且关联消费发生退款","WHEN REFUND_UPDATED/status=SUCCEEDED 被幂等处理","THEN 追加一条 amountMinor 为非负绝对值的 CommissionAdjustment，由 type 表示方向；原 Commission 不覆盖、不删除、不创建第二条主记录","BASELINE-REFERRAL; BASELINE-ADJUSTMENT","API_DB_INTEGRATION"
"AT-TML-001","P0_BLOCKER","API","TRANSACTION_TIMELINE","订单业务事实形成统一时间线","FX-TRANSACTION-TIMELINE; FX-TRANSACTION-CHARGED","GIVEN 订单已经历预留、接单、逐人陪玩就绪、捕获、消费、收益、返佣和退款冲正","WHEN 有权限员工查询业务时间线","THEN 按 occurredAt 稳定排序并关联 sourceId、request_id 和 actor；退款交易状态与原扣款聚合退款状态分开展示；Adjustment 作为追加事件展示","BASELINE-P0; BASELINE-TIMELINE","API_CONTRACT"
"AT-TML-002","P0_HIGH","API","TRANSACTION_TIMELINE","时间线按角色脱敏","FX-TRANSACTION-TIMELINE-REDACTED; FX-STAFF-L1; FX-STAFF-L3","GIVEN 同一时间线含资金、返佣受益人和内部审计字段","WHEN L1 与 L3 分别查询","THEN L1 仅见任务所需事件且资金、返佣敏感字段隐藏；L3 见获授权详情；双方响应不包含密钥或不必要个人数据","BASELINE-TIMELINE; BASELINE-RBAC","API_DATA_SCOPE"
"AT-MET-001","P0_HIGH","API","METRICS","今日订单数口径可复算","FX-METRICS-SNAPSHOT","GIVEN 固定时区窗口内有 12 个已提交订单事实","WHEN 查询运营指标 API","THEN todayOrderCount=12，按提交时间和 America/Edmonton 窗口计算，不按当前状态或展示时区重复计数","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-002","P0_HIGH","API","METRICS","进行中订单数口径可复算","FX-METRICS-SNAPSHOT","GIVEN 快照中有 3 个处于 PENDING_DISPATCH、ACCEPTED 或 IN_SERVICE 的订单","WHEN 查询运营指标 API","THEN activeOrderCount=3，已取消、已完成和已结案订单不计入","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-003","P0_HIGH","API","METRICS","待处理任务数口径可复算","FX-METRICS-SNAPSHOT","GIVEN 快照中有 4 个未终结客服或审批任务","WHEN 查询运营指标 API","THEN pendingTaskCount=4，只统计可操作未终结状态，已完成或撤销任务不计入","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-004","P0_HIGH","API","METRICS","已完成净消费扣除退款与冲正","FX-METRICS-SNAPSHOT","GIVEN 快照包含已完成订单消费、订单退款和对应调整事实","WHEN 查询运营指标 API","THEN completedNetConsumptionMinor=86000，使用同币种 minor units 的消费减退款口径，不直接汇总订单标价","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-005","P0_HIGH","API","METRICS","礼物净消费独立统计","FX-METRICS-SNAPSHOT","GIVEN 快照包含已捕获礼物消费与礼物退款","WHEN 查询运营指标 API","THEN giftNetConsumptionMinor=22000，与订单净消费分开且不因播报状态重复或遗漏","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-006","P0_HIGH","API","METRICS","预留总额只含有效预留","FX-METRICS-SNAPSHOT","GIVEN 指标快照的源事实同时包含 PENDING、CAPTURED 和 RELEASED 预留","WHEN 查询运营指标 API","THEN reservedTotalMinor=35000，只汇总窗口内当前有效 PENDING 记录并可与同口径余额摘要复核","BASELINE-METRICS; PL-02","API_METRIC_RECONCILIATION"
"AT-MET-007","P0_HIGH","API","METRICS","派单成功率使用已接受尝试除以总尝试","FX-METRICS-SNAPSHOT","GIVEN 窗口内 8 次派单尝试中 7 次被接受","WHEN 查询运营指标 API","THEN dispatchSuccessRateBps=8750，分母为已启动派单尝试且零分母有确定性返回值","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-008","P0_HIGH","API","METRICS","异常数按唯一事件计数","FX-METRICS-SNAPSHOT","GIVEN 快照中有 2 个唯一未关闭异常事件且存在重试日志","WHEN 查询运营指标 API","THEN exceptionCount=2，同一异常的重试不重复计数，关闭状态按指标口径排除","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-UI-001","P0_BLOCKER","E2E","DISCORD_UI","个人服务中心使用合规原生组件","FX-GUILD; FX-USER-REGISTERED","GIVEN 已注册客户从公共入口打开个人服务中心","WHEN Sapphire Bot 通过可信 Actor Context 解析客户并返回账户摘要","THEN 使用 Discord 原生消息组件和 ephemeral 响应；不展示或收集第三方账户绑定码、支付密码或充值链接","SPEC-7.5; M7-SPEC-§7","E2E_DISCORD_COMPONENTS"
"AT-UI-002","P0_BLOCKER","E2E","DISCORD_UI","订单结构化选择在消息面板逐步完成","FX-GUILD; FX-USER-CUSTOMER-A; FX-ORDER-DRAFT-A; FX-SERVICE-ACTIVE-V1","GIVEN 用户已进入私密订单频道且订单为 DRAFT","WHEN 用户依次选择游戏、服务、区服、时长和标签","THEN 每项使用消息 String Select 提交；Bot 每次调用统一 API 后编辑原消息并加载下一组关联选项；不会尝试在打开的 Modal 内级联刷新","SPEC-6.2; SPEC-7.5","E2E_DISCORD_COMPONENTS"
"AT-UI-003","P0_BLOCKER","E2E","DISCORD_UI","补充备注 Modal 保持单字段纵向布局","FX-GUILD; FX-USER-CUSTOMER-A; FX-ORDER-DRAFT-A","GIVEN 用户在订单消息中点击填写补充备注","WHEN Bot 打开补充备注 Modal 并提交","THEN Modal 仅含由 Label 包装的可选 Text Input；无双栏和自定义按钮；提交后更新原订单消息并保留订单版本校验","SPEC-6.2; SPEC-7.5","E2E_DISCORD_COMPONENTS"
"AT-UI-004","P0_HIGH","E2E","DISCORD_UI","超过 25 个选项时使用消息分页或提交后搜索","FX-GUILD; FX-USER-CUSTOMER-A; FX-SERVICE-ACTIVE-V1","GIVEN 测试目录基于已启用服务生成超过 25 个可选项","WHEN 用户打开对应选择步骤","THEN 单个 String Select 不超过 25 项；系统提供消息分页，或先提交搜索词 Modal 后在新响应中返回结果；不在打开的 Modal 内实时搜索","SPEC-7.5","E2E_DISCORD_COMPONENTS"
"AT-UI-005","P0_HIGH","E2E","DISCORD_UI","送礼与取消确认使用私密消息而非复杂 Modal","FX-GUILD; FX-USER-CUSTOMER-A; FX-ORDER-IN-SERVICE; FX-GIFT-1999","GIVEN 用户从订单面板发起送礼或查看取消影响","WHEN 系统展示选择、金额影响和最终确认","THEN 礼物选择、余额差额、取消影响和确认按钮位于订单消息或 ephemeral 消息；Discord Modal 仅用于必要自由文本；Dashboard 高风险确认明确实现为网页 Dialog","SPEC-7.5; SPEC-17.3","E2E_DISCORD_COMPONENTS"
"AT-CFG-001","P0_BLOCKER","E2E","BOT_CONFIG","L3 运营修改日常频道配置","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 staff_account 有 bot_config.read 与 bot_config.operational.manage 且 /bot-config 读取到当前配置版本","WHEN L3 使用 Channel Select 修改 gift_broadcast_channel_id，经 validateBotConfigChange 预览后确认并由 updateBotConfig 提交","THEN API 按 staff_account 最终授权并应用运营字段、版本加一、返回审计引用，Bot 刷新 ephemeral 配置消息；紧接着发起的下一次礼物播报使用新频道而不是旧缓存","BOT-CONFIG-DESIGN-§2-5; ACCESS-01; ACCESS-02","E2E_DISCORD_API"
"AT-CFG-002","P0_BLOCKER","API","BOT_CONFIG","L4 累积继承 L3 配置权限","FX-GUILD; FX-STAFF-L4-A; FX-BOT","GIVEN L4 staff_account 拥有 bot_config.read、bot_config.operational.manage 与 bot_config.security.manage","WHEN L4 通过 getBotConfig 读取可管理字段并用 updateBotConfig 修改一个 L3 运营字段","THEN API 允许修改且保留真实 actor；L4 无需额外复制 L3 权限，权限结果与累积继承策略一致","BOT-CONFIG-DESIGN-§2; BASELINE-RBAC; ACCESS-01","API_RBAC"
"AT-CFG-003","P0_BLOCKER","API","BOT_CONFIG","L3 修改 Role 映射被 API 拒绝","FX-GUILD; FX-STAFF-L3; FX-ROLE-MAPPINGS","GIVEN L3 有 bot_config.read 与 bot_config.operational.manage 但没有 bot_config.security.manage","WHEN L3 通过 validateBotConfigChange 或 updateBotConfig 请求修改 staff_l4_role_id","THEN API 返回 403 PERMISSION_DENIED，配置版本与 Role 映射不变；客户端隐藏或禁用入口不能替代服务端拒绝","BOT-CONFIG-DESIGN-§2-3; ACCESS-01; ACCESS-02","API_RBAC"
"AT-CFG-004","P0_BLOCKER","E2E","BOT_CONFIG","频道配置使用 Discord Channel Select","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 打开 Guild-only /bot-config 的频道分类","WHEN 操作者选择 public_entry_channel_id 或 private_order_category_id 的新值","THEN Bot 使用 Discord Channel Select 提供当前 Guild 的适配频道，不要求或接受手工频道 ID；选择结果交给 validateBotConfigChange","BOT-CONFIG-DESIGN-§3.1; BOT-CONFIG-DESIGN-§4","E2E_DISCORD_COMPONENTS"
"AT-CFG-005","P0_BLOCKER","API","BOT_CONFIG","无效频道或 Bot 权限不足不保存","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN 待选频道不属于当前 Guild、类型不符合用途，或 Bot 缺少查看、发送消息或管理频道所需权限","WHEN 调用 validateBotConfigChange，或用 testBotConfigDelivery 测试目标频道后尝试 updateBotConfig","THEN 返回明确字段错误或缺失 Discord 权限，mayApply=false 且 validationToken=null，不调用持久化写入且当前配置和版本保持不变","BOT-CONFIG-DESIGN-§3.1; BOT-CONFIG-DESIGN-§5; BOT-CONFIG-DESIGN-§8","API_CONTRACT"
"AT-CFG-006","P0_BLOCKER","E2E","BOT_CONFIG","修改必须先预览再确认应用","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 已选择一个有效运营配置新值且当前版本未变化","WHEN Bot 调用 validateBotConfigChange 后展示旧值、新值、警告和错误","THEN 选择或预览不会生效；校验通过返回绑定 actor、Guild、版本、规范化变更和原因的短期 validationToken，只有操作者点击确认应用并携带有效 Token 才可调用 updateBotConfig；缺失、过期、内容不符、取消或超时均不保存","BOT-CONFIG-DESIGN-§4; BOT-CONFIG-DESIGN-§9","E2E_DISCORD_API"
"AT-CFG-007","P0_BLOCKER","API","BOT_CONFIG","配置版本冲突不覆盖新值","FX-GUILD; FX-STAFF-L3; FX-STAFF-L4-A","GIVEN L3 与 L4 通过 getBotConfig 读取同一 expectedVersion，L4 已先完成一次 updateBotConfig","WHEN L3 使用旧 expectedVersion 和旧 validationToken 确认另一项修改","THEN API 返回 409 CONFIG_VERSION_CONFLICT，不覆盖 L4 的较新配置；调用方重新读取、重新预览并取得新 Token 后才能提交","BOT-CONFIG-DESIGN-§5-6; ACCESS-02","API_CONCURRENCY"
"AT-CFG-008","P0_BLOCKER","API","BOT_CONFIG","配置变更追加完整审计事件","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 对有效运营字段完成预览并填写修改原因","WHEN updateBotConfig 成功提交变更","THEN 追加一条不可硬删除的配置事件，包含 Guild、前后版本、changes、previous_values、reason、actor_staff_id、source、时间和审计引用","BOT-CONFIG-DESIGN-§2; BOT-CONFIG-DESIGN-§5-6; SPEC-12.1","API_AUDIT_ASSERTION"
"AT-CFG-009","P0_HIGH","E2E","BOT_CONFIG","Bot 重启后从 API 重载当前配置","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN updateBotConfig 已保存新频道并提交配置事件，旧 Bot 进程缓存仍可被丢弃","WHEN Bot 重启或模块重新加载并调用 getBotConfig","THEN 新进程以 API 当前版本重建缓存和 /bot-config 展示，不依赖进程内旧值且不回滚已保存配置","BOT-CONFIG-DESIGN-§4; BOT-CONFIG-DESIGN-§8-9","E2E_RESTART_RECOVERY"
"AT-CFG-010","P0_BLOCKER","E2E","BOT_CONFIG","配置交互保持 ephemeral 隐私","FX-GUILD; FX-STAFF-L1; FX-STAFF-L3; FX-BOT","GIVEN L3 在 Guild 中执行 /bot-config 且另一名成员可查看同一频道","WHEN getBotConfig 返回当前配置、预览、权限错误或保存结果","THEN 所有配置内容与组件均为仅操作者可见的 ephemeral 响应；其他成员不能读取或操作 custom_id，会话数据不包含完整配置或权限事实","BOT-CONFIG-DESIGN-§4; BOT-CONFIG-DESIGN-§7; BOT-CONFIG-DESIGN-§9","E2E_PRIVACY_SCAN"
"AT-SET-001","P0_BLOCKER","DB","SETTLEMENT","同一收益不能进入两个有效批次","FX-EARNING-CONFIRMED; FX-SETTLEMENT-RACE","GIVEN 同一 CONFIRMED 收益满足两个并发批次的范围","WHEN 两个事务同时创建结算批次","THEN 只有一个有效批次关联该收益；另一个返回冲突且不留下部分批次","M6-SPEC-§4.3","API_DB_CONCURRENCY"
"AT-SET-002","P0_BLOCKER","API","SETTLEMENT","自动结算重放返回同一批次","FX-SETTLEMENT-SCHEDULE","GIVEN 同一 scheduleKey、周期、币种的自动结算已生成","WHEN 周期任务以相同输入重试","THEN 返回原批次且不重复关联收益、报告或审计成功事实","M6-SPEC-§4.3","API_IDEMPOTENCY"
"AT-SET-003","P0_HIGH","DB","SETTLEMENT","批次快照与后续调整分期","FX-EARNING-CONFIRMED; FX-LATE-ADJUSTMENT","GIVEN 批次已生成后新增收益冲减","WHEN 查询原批次并预览下一批次","THEN 原批次金额不变；只有负调整时返回 deferredAdjustmentMinor 且不创建负数结算项；后续正收益足够时 Adjustment 与新收益进入下一批次，原收益不重复归批","M6-SPEC-§4.3","API_DB_INTEGRATION"
"AT-SET-004","P0_BLOCKER","API","SETTLEMENT","高额手动批次禁止创建者自批","FX-STAFF-L3; FX-SETTLEMENT-HIGH","GIVEN 手动批次达到双人复核阈值且创建者拥有继承后的 L4 能力","WHEN 创建者本人尝试批准","THEN API 按 actor ID 与生成来源拒绝，角色继承不能绕过自批禁止","M6-SPEC-§4.4; ACCESS-02","API_RBAC"
"AT-SET-005","P0_BLOCKER","API","SETTLEMENT","部分支付只完成成功项目","FX-SETTLEMENT-APPROVED","GIVEN 已批准批次包含两个陪玩","WHEN 登记一个成功和一个失败的第三方转账结果","THEN 批次为 PARTIALLY_PAID；仅成功项及其收益为 PAID；失败项可后续处理","M6-SPEC-§4.5","API_TRANSACTION"
"AT-SET-006","P0_HIGH","API","SETTLEMENT","导出不包含银行敏感数据","FX-SETTLEMENT-APPROVED","GIVEN L3 在近期 step-up 后导出转账清单","WHEN exportSettlementBatch 生成 CSV","THEN 包含业务标识、周期、收益、调整和净应付，不包含银行卡或完整收款账号，金额与快照一致","M6-SPEC-§4.5","API_CONTRACT"
"AT-SET-010","P0_BLOCKER","API","SETTLEMENT","支付登记必须可对账","FX-SETTLEMENT-EXPORTED","GIVEN 店长已在第三方平台完成操作","WHEN 登记支付结果","THEN 每项要求第三方批次号或凭证备注，记录操作者、时间、幂等键和审计；重复请求不重复更新","M6-SPEC-§4.5","API_AUDIT_ASSERTION"
"AT-RPT-001","P0_BLOCKER","WORKER","WEEKLY_REPORT","周期报告生成可重放","FX-WEEKLY-PERIOD","GIVEN 周期内有完成、取消、待确认、已确认和 Adjustment","WHEN 周报任务首次执行并重试","THEN 只生成一组个人报告和一份汇总，待确认与可结算分开且总额一致","M6-SPEC-§5","WORKER_DB_INTEGRATION"
"AT-RPT-002","P0_HIGH","API","WEEKLY_REPORT","陪玩只能查看本人周报","FX-PLAYER-A; FX-PLAYER-B; FX-WEEKLY-REPORTS","GIVEN 两名陪玩各有周报","WHEN 陪玩 A 查询列表或尝试读取 B 的报告","THEN 仅返回 A 的报告；越权响应不泄露 B 是否存在","M6-SPEC-§5","API_PRIVACY"
"AT-RPT-006","P0_HIGH","WORKER","WEEKLY_REPORT","通知失败不阻断报告结算","FX-WEEKLY-REPORT; FX-DM-FAILURE","GIVEN 报告和结算已成功提交但 Discord 私信失败","WHEN Worker 处理通知任务","THEN 报告和结算保持成功，通知任务可重试且不重放财务写入","M6-SPEC-§5;§8","WORKER_RECOVERY"
"AT-PRF-001","P0_HIGH","API","CUSTOMER_PROFILE","客户 Profile 统计口径与分页","FX-CUSTOMER-HISTORY","GIVEN 客户具有订单、礼物、退款、调整和有效预留","WHEN L2 查询 30 天、90 天和全部时间 Profile","THEN 返回可追溯统计、余额时间戳、分页订单/资金入口，金额按币种且不由客户端计算","M6-SPEC-§6.1","API_DB_INTEGRATION"
"AT-PRF-002","P0_BLOCKER","API","USER_PROFILE","用户只能读取自己的 Profile","FX-USER-CUSTOMER-A; FX-USER-CUSTOMER-B","GIVEN A 和 B 均绑定 Discord","WHEN A 调用当前用户 Profile 和订单接口","THEN API 从 Actor 解析 A，不接受目标 userId 且不返回 B 的事实","M6-SPEC-§6.2","API_PRIVACY"
"AT-PRF-004","P0_HIGH","API","CUSTOMER_PROFILE","后台 Profile 不泄露返佣受益人给低权限或用户","FX-CUSTOMER-REFERRED; FX-STAFF-L2","GIVEN 客户消费触发保密返佣","WHEN L2 查看客户 Profile 或客户查看本人 Profile","THEN 不返回受益人、推荐关系、比例、金额或状态","M6-SPEC-§6; REF-06","API_PRIVACY_SCAN"
"AT-PRF-005","P0_HIGH","E2E","USER_PROFILE","Discord Profile 保持私密且可导航","FX-GUILD; FX-USER-CUSTOMER-A","GIVEN 用户打开我的服务中心","WHEN 查看 Profile、订单、消费、充值和刷新余额","THEN 所有个人内容 ephemeral 展示，按钮返回同一私密流程并支持分页","M6-SPEC-§6.2","E2E_DISCORD_API"
"AT-PRF-006","P0_BLOCKER","API","USER_PROFILE","余额与预留使用同一内部账本快照","FX-WALLET; FX-ACTIVE-RESERVATION","GIVEN 用户内部 CAT 钱包存在账本条目与有效预留","WHEN 用户查看 Profile 后并发提交订单或礼物","THEN Profile 返回同一事务口径的 ledgerBalanceMinor、reservedMinor、availableMinor 和 calculatedAt；资金写入重新锁定钱包校验","M6-SPEC-§6.2; M7-SPEC-§2","API_WALLET_INTEGRATION"
"AT-PRF-008","P0_HIGH","DASHBOARD","CUSTOMER_PROFILE","Profile 模块失败彼此隔离","FX-CUSTOMER-HISTORY; FX-WALLET-READ-FAILURE","GIVEN 客户统计和订单可用但内部钱包余额读取失败","WHEN Dashboard 打开客户 Profile","THEN 统计与订单正常显示，余额模块单独报错并提供 request_id，整页不白屏","M6-SPEC-§6.1;§8; M7-SPEC-§7","DASHBOARD_COMPONENT"
"AT-GFT-012","P0_BLOCKER","API","GIFT","余额不足礼物可选但零业务写入","FX-ORDER-IN-SERVICE; FX-GIFT-UNAFFORDABLE","GIVEN 礼物价格大于 availableMinor","WHEN 用户选择礼物并调用 checkGiftAffordability","THEN 返回价格、余额、预留、可用和差额，并提示联系客服提交付款 receipt 后登记 CAT 充值；不返回第三方充值 URL，不创建 GiftRequest、FundReservation、客服任务或 Outbox","M6-SPEC-§7","API_DB_ASSERTION"
"AT-GFT-013","P0_HIGH","E2E","GIFT","客服充值后刷新并继续原礼物","FX-GIFT-UNAFFORDABLE; FX-TOP-UP-SUCCESS","GIVEN 用户已选择余额不足礼物且客服根据 receipt 完成内部 CAT 充值","WHEN 用户返回原私密流程并点击刷新余额","THEN Bot 保留原礼物上下文并展示最终确认；联系支持或刷新本身不被当作充值成功","M6-SPEC-§7; M7-SPEC-§7","E2E_DISCORD_API"
"AT-GFT-014","P0_BLOCKER","API","GIFT","刷新后价格变化要求重确认","FX-GIFT-UNAFFORDABLE; FX-GIFT-PRICE-CHANGED","GIVEN 用户充值期间礼物价格或状态变化","WHEN 刷新余额或最终确认","THEN API 返回目录版本变化并要求重新选择或确认，不按旧价格创建预留","M6-SPEC-§7","API_CONCURRENCY"
"AT-RPT-007","P0_HIGH","API","WEEKLY_REPORT","授权周报可按修订版本导出","FX-WEEKLY-REPORT; FX-STAFF-L2","GIVEN L2 可查看一份带修订历史的周报","WHEN 调用 exportWeeklyReport 导出当前版本","THEN 返回 UTF-8 BOM RFC 4180 CSV，金额与所选修订快照一致且不含银行或返佣受益人数据","M6-SPEC-§5","API_CONTRACT"
"AT-RPT-008","P0_HIGH","API","WEEKLY_REPORT","人工纠错只追加周报修订","FX-WEEKLY-REPORT; FX-STAFF-L3","GIVEN L3 已近期 step-up 且周报当前版本为 N","WHEN 填写原因并调用 createWeeklyReportRevision","THEN 新增 N+1 快照且原版本不可覆盖；旧 expectedRevision 或重复幂等请求不会产生额外版本","M6-SPEC-§5","API_AUDIT_ASSERTION"
"AT-PRF-009","P0_BLOCKER","API","CUSTOMER_PROFILE","L1 客户资料范围跨模块一致","FX-STAFF-L1; FX-CUSTOMER-ASSIGNED; FX-CUSTOMER-UNASSIGNED","GIVEN L1 只被分配到客户 A 的订单或客服任务","WHEN 查询 A 与未分配客户 B 的资料摘要、订单和资金入口","THEN customer_profile.read 仅允许 A；B 返回不泄露存在性的拒绝，角色继承不能绕过对象范围","M6-SPEC-§6.1; ACCESS-02","API_RBAC"
"AT-PRF-010","P0_BLOCKER","E2E","CUSTOMER_PROFILE","客服内部备注只追加且复用客户范围","FX-STAFF-L1; FX-STAFF-L2; FX-CUSTOMER-ASSIGNED; FX-CUSTOMER-UNASSIGNED","GIVEN 客服打开职责内客户 Profile","WHEN 追加有效内部备注并刷新页面，同时尝试空白、超长、越权对象及修改删除既有备注","THEN 有效备注按时间追加且隐藏作者；无修改删除能力；无效输入拒绝；L1 仅职责内、L2-L4 仅同 Guild","M6-SPEC-§6.1; ACCESS-02","E2E_DASHBOARD_API_DB"
"AT-GFT-015","P0_HIGH","API","GIFT","余额不足返回客服充值指引","FX-GUILD; FX-GIFT-UNAFFORDABLE","GIVEN 内部 CAT 可用余额不足且未配置任何第三方充值链接","WHEN checkGiftAffordability 返回余额不足结果","THEN 结果返回固定客服充值指引与精确差额；不读写第三方支付平台，且不写入礼物业务事实","M6-SPEC-§7","API_WALLET_INTEGRATION"
"AT-WAL-001","P0_BLOCKER","DB","WALLET","内部 CAT 账本是唯一余额事实","FX-WALLET-A; FX-WALLET-ENTRIES","GIVEN CAT 钱包含多条贷记与借记且存在有效预留","WHEN API 查询客户余额","THEN ledgerBalanceMinor 等于 CREDIT 减 DEBIT；availableMinor 等于 ledgerBalanceMinor 减 reservedMinor；currency 固定 CAT","M7-SPEC-§2;§4; M9-SPEC-§3","DB_API_ASSERTION"
"AT-WAL-002","P0_BLOCKER","DB","WALLET","资金事实只追加且不可硬删除","FX-WALLET-A; FX-WALLET-ENTRY","GIVEN 已提交 WalletEntry、TopUp 或 ExternalRefundDebit","WHEN 任意角色尝试 UPDATE 或 DELETE","THEN 数据库拒绝操作；纠错只能追加 Adjustment 或冲正记录","M7-SPEC-§4;§9","DB_CONSTRAINT"
"AT-WAL-003","P0_BLOCKER","API","TOP_UP","L2 记录 USD 付款并即时充值 CAT","FX-STAFF-L2; FX-CUSTOMER-A","GIVEN L2 提供 paidAmountUsdCents、paymentMethod、receiptNumber、paidAt、note 和 reasonCode","WHEN 调用 createAdminTopUp","THEN TopUp、等额 creditedCatSubunits、CAT CREDIT WalletEntry 与成功审计在同一事务创建并立即反映到账户余额","M7-SPEC-§5;§7; M9-SPEC-§3;§5","API_DB_ASSERTION"
"AT-WAL-004","P0_BLOCKER","API","TOP_UP","L1 不能执行人工 CAT 充值","FX-STAFF-L1; FX-CUSTOMER-A","GIVEN L1 提交任意正数 paidAmountUsdCents 的完整充值请求","WHEN 调用 createAdminTopUp","THEN API 要求 L2 与近期验证并拒绝；不创建 TopUp、WalletEntry 或成功审计，拒绝尝试有审计记录","M7-SPEC-§5;§9; M9-SPEC-§5","API_RBAC_AUDIT"
"AT-WAL-005","P0_HIGH","API","TOP_UP","L2 可执行正数 USD cents 到 CAT 充值","FX-STAFF-L2; FX-CUSTOMER-A","GIVEN L2 通过近期验证并提交正数 paidAmountUsdCents 与完整付款依据","WHEN 调用 createAdminTopUp","THEN 按 1 USD cent = 1 CAT subunit 即时到账并记录真实操作者、CAT 金额和逐对象审计变化","M7-SPEC-§5;§9; M9-SPEC-§3;§5","API_RBAC_AUDIT"
