"acceptance_id","priority","layer","module","title","requirement_ids","suggested_automation","story_ids","operation_ids","test_files","evidence_refs","execution_class","candidate_status","external_candidate_ref","external_executed_at","external_evidence_refs"
"AT-RES-003","P0_BLOCKER","API","FUND_RESERVATION","并发订单与礼物不能超支","PL-02; BASELINE-FUNDS","API_DB_CONCURRENCY","M1-US-08;M22-US-06;M23-US-04","cancelOrder;getCurrentBalance;submitOrder","tests/m1-us-08-api.spec.ts;tests/m1-us-08-bot.spec.ts;tests/m1-us-08-funding-service.spec.ts;tests/m22-us-06-gift-assist-boundaries.spec.ts;tests/m22-us-06-gift-automation-gate.spec.ts;tests/m22-us-06-gift-bot-adapter.spec.ts;tests/m22-us-06-gift-entry-postgres.spec.ts;tests/m22-us-06-gift-fixture-contract.spec.ts;tests/m22-us-06-gift-lifecycle-postgres.spec.ts;tests/m22-us-06-gift-privacy-worker.spec.ts","evidence/P0/M1-US-08/summary.md;evidence/P0/M22-US-06/summary.md;evidence/P0/M23-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-004","P0_BLOCKER","API","FUND_RESERVATION","客户取消或明确失败只释放订单预留一次","BASELINE-FUNDS; BASELINE-CANCELLATION;M11-US-05","API_IDEMPOTENCY","M2-US-10","cancelOrder;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts","evidence/P0/M2-US-10/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-005","P0_BLOCKER","API","FUND_RESERVATION","服务完成捕获订单预留","BASELINE-FUNDS; BASELINE-SERVICE","API_DB_TRANSACTION","M2-US-04","confirmOrder;requestOrderCompletion;setOrderReadiness","tests/m2-us-04-api.spec.ts;tests/m2-us-04-bot.spec.ts","evidence/P0/M2-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-006","P0_BLOCKER","API","FUND_RESERVATION","争议期间保持预留","BASELINE-FUNDS; BASELINE-SUPPORT","API_RBAC_STATE","M2-US-06","reassignOrder;refundOrder;resolveOrder","tests/m2-us-06-api.spec.ts;tests/m2-us-06-db.spec.ts","evidence/P0/M2-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-007","P0_BLOCKER","API","FUND_RESERVATION","部分结案分别捕获与释放剩余金额","BASELINE-FUNDS; BASELINE-SUPPORT","API_DB_TRANSACTION","M2-US-06","reassignOrder;refundOrder;resolveOrder","tests/m2-us-06-api.spec.ts;tests/m2-us-06-db.spec.ts","evidence/P0/M2-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-008","P0_BLOCKER","API","GIFT_RESERVATION","创建礼物请求立即预留","BASELINE-FUNDS; BASELINE-GIFT","API_DB_TRANSACTION","M22-US-06;M3-US-01;M3-US-06","approveGiftRequest;cancelGiftRequest;createOrderGiftRequest;getCurrentBalance;listGifts;rejectGiftRequest","tests/m22-us-06-gift-assist-boundaries.spec.ts;tests/m22-us-06-gift-automation-gate.spec.ts;tests/m22-us-06-gift-bot-adapter.spec.ts;tests/m22-us-06-gift-entry-postgres.spec.ts;tests/m22-us-06-gift-fixture-contract.spec.ts;tests/m22-us-06-gift-lifecycle-postgres.spec.ts;tests/m22-us-06-gift-privacy-worker.spec.ts;tests/m3-us-01-api.spec.ts;tests/m3-us-01-bot.spec.ts;tests/m3-us-01-db.spec.ts;tests/m3-us-06-api.spec.ts","evidence/P0/M22-US-06/summary.md;evidence/P0/M3-US-01/summary.md;evidence/P0/M3-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-009","P0_BLOCKER","API","GIFT_RESERVATION","礼物批准捕获既有预留","BASELINE-FUNDS; BASELINE-GIFT","API_DB_TRANSACTION","M22-US-06;M3-US-06","approveGiftRequest;cancelGiftRequest;createOrderGiftRequest;rejectGiftRequest","tests/m22-us-06-gift-assist-boundaries.spec.ts;tests/m22-us-06-gift-automation-gate.spec.ts;tests/m22-us-06-gift-bot-adapter.spec.ts;tests/m22-us-06-gift-entry-postgres.spec.ts;tests/m22-us-06-gift-fixture-contract.spec.ts;tests/m22-us-06-gift-lifecycle-postgres.spec.ts;tests/m22-us-06-gift-privacy-worker.spec.ts;tests/m3-us-06-api.spec.ts","evidence/P0/M22-US-06/summary.md;evidence/P0/M3-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-010","P0_BLOCKER","API","GIFT_RESERVATION","礼物拒绝过期或撤回释放预留","BASELINE-FUNDS; BASELINE-GIFT","API_IDEMPOTENCY","M22-US-06;M3-US-06","approveGiftRequest;cancelGiftRequest;createOrderGiftRequest;rejectGiftRequest","tests/m22-us-06-gift-assist-boundaries.spec.ts;tests/m22-us-06-gift-automation-gate.spec.ts;tests/m22-us-06-gift-bot-adapter.spec.ts;tests/m22-us-06-gift-entry-postgres.spec.ts;tests/m22-us-06-gift-fixture-contract.spec.ts;tests/m22-us-06-gift-lifecycle-postgres.spec.ts;tests/m22-us-06-gift-privacy-worker.spec.ts;tests/m3-us-06-api.spec.ts","evidence/P0/M22-US-06/summary.md;evidence/P0/M3-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-011","P0_BLOCKER","API","GIFT_RESERVATION","礼物金额超过可用余额禁止确认","BASELINE-FUNDS; BASELINE-GIFT","API_BOUNDARY","M22-US-06;M3-US-06","approveGiftRequest;cancelGiftRequest;createOrderGiftRequest;rejectGiftRequest","tests/m22-us-06-gift-assist-boundaries.spec.ts;tests/m22-us-06-gift-automation-gate.spec.ts;tests/m22-us-06-gift-bot-adapter.spec.ts;tests/m22-us-06-gift-entry-postgres.spec.ts;tests/m22-us-06-gift-fixture-contract.spec.ts;tests/m22-us-06-gift-lifecycle-postgres.spec.ts;tests/m22-us-06-gift-privacy-worker.spec.ts;tests/m3-us-06-api.spec.ts","evidence/P0/M22-US-06/summary.md;evidence/P0/M3-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-WRK-001","P0_HIGH","E2E","PLAYER_WORKBENCH","工作台字段完整且不泄露客户敏感信息","PL-04; SPEC-M11","E2E_DASHBOARD","M2-US-08","applyToOrderSelectionPool;getPlayerWorkbench;withdrawOrderSelectionApplication","tests/m2-us-08-api.spec.ts;tests/m2-us-08-bot.spec.ts;tests/m2-us-08-db.spec.ts","evidence/P0/M2-US-08/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-WRK-002","P0_BLOCKER","API","PLAYER_WORKBENCH","在线与可接单状态不再决定报名资格","PL-04; SPEC-M11","API_AUTO","M2-US-01","approvePlayer;setPlayerOperationalStatus;syncDiscordPresence;updatePlayerOperationalTags","tests/m2-us-01-api.spec.ts;tests/m2-us-01-bot.spec.ts;tests/m2-us-01-db.spec.ts","evidence/P0/M2-US-01/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-WRK-003","P0_BLOCKER","E2E","PLAYER_WORKBENCH","无基础资格者不可报名且忙碌者仍可报名","PL-04; SPEC-M11","E2E_DASHBOARD_API","M2-US-01","approvePlayer;setPlayerOperationalStatus;syncDiscordPresence;updatePlayerOperationalTags","tests/m2-us-01-api.spec.ts;tests/m2-us-01-bot.spec.ts;tests/m2-us-01-db.spec.ts","evidence/P0/M2-US-01/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-MAT-001","P0_HIGH","E2E","SELECTION","候选池过程展示实时报名名单与客户终止动作","PL-03; SPEC-M11","E2E_DISCORD","M2-US-07","getOrder;listOrderSelectionApplications","tests/m2-us-07-api.spec.ts;tests/m2-us-07-bot.spec.ts;tests/m2-us-07-db.spec.ts","evidence/P0/M2-US-07/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-MAT-002","P0_BLOCKER","E2E","SELECTION","客户试音匹配后展示正式陪玩与下一步","M11-US-01;M18-US-05;M19-US-02","E2E_DISCORD","M2-US-07","getOrder;listOrderSelectionApplications","tests/m2-us-07-api.spec.ts;tests/m2-us-07-bot.spec.ts;tests/m2-us-07-db.spec.ts","evidence/P0/M2-US-07/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RDY-001","P0_BLOCKER","API","READINESS","客户不能提交 readiness","M10-US-04;M19-US-03;READY-02","API_STATE_MACHINE","M2-US-04;M2-US-09;M23-US-04","confirmOrder;createOrderStaffTask;listCurrentUserStaffTasks;requestOrderCompletion;setOrderReadiness","tests/m2-us-04-api.spec.ts;tests/m2-us-04-bot.spec.ts;tests/m2-us-09-api.spec.ts","evidence/P0/M2-US-04/summary.md;evidence/P0/M2-US-09/summary.md;evidence/P0/M23-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RDY-002","P0_BLOCKER","API","READINESS","部分有效陪玩就绪不开始服务","M10-US-04;M19-US-03;READY-02","API_STATE_MACHINE","M2-US-09;M23-US-04","createOrderStaffTask;listCurrentUserStaffTasks;setOrderReadiness","tests/m2-us-09-api.spec.ts","evidence/P0/M2-US-09/summary.md;evidence/P0/M23-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RDY-003","P0_BLOCKER","E2E","READINESS","最后一名有效陪玩就绪原子开始服务","M10-US-04;M19-US-03;READY-02;BASELINE-SERVICE","E2E_DISCORD_API","M2-US-04;M2-US-09;M23-US-04","confirmOrder;createOrderStaffTask;listCurrentUserStaffTasks;requestOrderCompletion;setOrderReadiness","tests/m2-us-04-api.spec.ts;tests/m2-us-04-bot.spec.ts;tests/m2-us-09-api.spec.ts","evidence/P0/M2-US-04/summary.md;evidence/P0/M2-US-09/summary.md;evidence/P0/M23-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RDY-004","P0_BLOCKER","E2E","READINESS","陪玩就绪超时转客服且不计费","M10-US-04;M19-US-03;STATE-04","E2E_JOB_FAULT","M2-US-09;M23-US-04","createOrderStaffTask;listCurrentUserStaffTasks;setOrderReadiness","tests/m2-us-09-api.spec.ts","evidence/P0/M2-US-09/summary.md;evidence/P0/M23-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RDY-005","P0_BLOCKER","API","READINESS","兼容开始接口不能绕过其他有效陪玩","M10-US-04;M19-US-03;READY-02","API_SECURITY","M2-US-09;M23-US-04","createOrderStaffTask;listCurrentUserStaffTasks;setOrderReadiness","tests/m2-us-09-api.spec.ts","evidence/P0/M2-US-09/summary.md;evidence/P0/M23-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-CXL-001","P0_BLOCKER","API","CANCELLATION_PREVIEW","可自动取消预览返回释放金额","PL-06; BASELINE-CANCELLATION","API_CONTRACT","M2-US-10;M23-US-05","cancelOrder;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts","evidence/P0/M2-US-10/summary.md;evidence/P0/M23-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-CXL-002","P0_BLOCKER","API","CANCELLATION_PREVIEW","已接单取消预览指向客服处理","PL-06; BASELINE-CANCELLATION","API_CONTRACT","M2-US-10;M23-US-05","cancelOrder;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts","evidence/P0/M2-US-10/summary.md;evidence/P0/M23-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-CXL-003","P0_BLOCKER","API","CANCELLATION_PREVIEW","过期业务版本拒绝执行旧预览","PL-06; BASELINE-CANCELLATION","API_CONCURRENCY","M2-US-10;M23-US-05","cancelOrder;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts","evidence/P0/M2-US-10/summary.md;evidence/P0/M23-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-CXL-004","P0_BLOCKER","API","CANCELLATION_PREVIEW","过期或跨订单预览不可复用","PL-06; BASELINE-CANCELLATION","API_SECURITY","M2-US-10;M23-US-05","cancelOrder;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts","evidence/P0/M2-US-10/summary.md;evidence/P0/M23-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-SUP-005","P0_BLOCKER","E2E","SUPPORT_TAKEOVER","客服接管暂停默认自动化并保持预留","BASELINE-P0; BASELINE-SUPPORT","E2E_DASHBOARD_API","M2-US-11;M23-US-05","createOrderStaffTask;getStaffTask;pauseOrderAutomation;reassignOrder;resolveStaffTask;resumeOrderAutomation","tests/m2-us-11-api.spec.ts;tests/m2-us-11-bot.spec.ts;tests/m2-us-11-dashboard.spec.ts;tests/m2-us-11-db.spec.ts;tests/m2-us-11-worker.spec.ts","evidence/P0/M2-US-11/summary.md;evidence/P0/M23-US-05/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-SUP-006","P0_BLOCKER","E2E","SUPPORT_TAKEOVER","恢复自动化前重新校验业务事实","BASELINE-P0; BASELINE-SUPPORT","E2E_DASHBOARD_API","M2-US-11;M23-US-05","createOrderStaffTask;getStaffTask;pauseOrderAutomation;reassignOrder;resolveStaffTask;resumeOrderAutomation","tests/m2-us-11-api.spec.ts;tests/m2-us-11-bot.spec.ts;tests/m2-us-11-dashboard.spec.ts;tests/m2-us-11-db.spec.ts;tests/m2-us-11-worker.spec.ts","evidence/P0/M2-US-11/summary.md;evidence/P0/M23-US-05/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RFP-001","P0_BLOCKER","API","REFERRAL_PROGRAM","推广者固定额首购返佣只结算一次","BASELINE-REFERRAL","API_IDEMPOTENCY","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RFP-002","P0_BLOCKER","API","REFERRAL_PROGRAM","推广者首笔净消费百分比返佣","BASELINE-REFERRAL","API_MONEY_CALC","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RFP-003","P0_BLOCKER","API","REFERRAL_PROGRAM","陪玩长期计划覆盖符合条件订单与礼物","BASELINE-REFERRAL","API_DB_INTEGRATION","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RFP-004","P0_BLOCKER","API","REFERRAL_PROGRAM","两个返佣来源互斥","BASELINE-REFERRAL","API_DB_CONCURRENCY","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RFP-005","P0_BLOCKER","E2E","REFERRAL_PRIVACY","被推荐用户端全链路不泄露返佣关系","BASELINE-REFERRAL","E2E_PRIVACY_SCAN","M23-US-06;M3-US-05;M3-US-07;M4-US-02;M4-US-08;M5-US-03","approveApprovalRequest;claimStaffTask;correctReferralAttribution;createReferralAttribution;getAdminOrder;getApprovalRequest;getCommissionConfidential;getDashboardSummary;getReferralAttributionConfidential;listApprovalRequests;listCommissions;listCurrentUserCommissions;listCurrentUserConsumptions;listReferralAttributions;listStaffTasks;rejectApprovalRequest;updateCommission;verifyStaffTask","tests/m3-us-05-api.spec.ts;tests/m3-us-05-commissions-api.spec.ts;tests/m3-us-05-db.spec.ts;tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts;tests/m4-us-02-api.spec.ts;tests/m4-us-02-dashboard.spec.ts;tests/m4-us-08-api.spec.ts;tests/m4-us-08-dashboard.spec.ts;tests/m4-us-08-db.spec.ts;tests/m5-us-03-release-gate.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-05/summary.md;evidence/P0/M3-US-07/summary.md;evidence/P0/M4-US-02/summary.md;evidence/P0/M4-US-08/summary.md;evidence/P0/M5-US-03/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RFP-006","P0_HIGH","API","REFERRAL_PRIVACY","受益人只看自己的脱敏收益","BASELINE-REFERRAL","API_DATA_SCOPE","M23-US-06;M3-US-05;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listCurrentUserConsumptions;listReferralAttributions;updateCommission","tests/m3-us-05-api.spec.ts;tests/m3-us-05-commissions-api.spec.ts;tests/m3-us-05-db.spec.ts;tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-05/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RFP-007","P0_HIGH","API","REFERRAL_RBAC","L1-L4 按级别访问返佣资料","BASELINE-REFERRAL; BASELINE-RBAC","API_DATA_DRIVEN_RBAC","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RFP-008","P0_BLOCKER","API","REFERRAL_ADJUSTMENT","退款通过非负 Adjustment 冲正返佣","BASELINE-REFERRAL; BASELINE-ADJUSTMENT","API_DB_INTEGRATION","M23-US-06;M3-US-05;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listCurrentUserConsumptions;listReferralAttributions;updateCommission","tests/m3-us-05-api.spec.ts;tests/m3-us-05-commissions-api.spec.ts;tests/m3-us-05-db.spec.ts;tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-05/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-TML-001","P0_BLOCKER","API","TRANSACTION_TIMELINE","订单业务事实形成统一时间线","BASELINE-P0; BASELINE-TIMELINE","API_CONTRACT","M23-US-06;M4-US-08","getAdminOrder","tests/m4-us-08-api.spec.ts;tests/m4-us-08-dashboard.spec.ts;tests/m4-us-08-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M4-US-08/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-TML-002","P0_HIGH","API","TRANSACTION_TIMELINE","时间线按角色脱敏","BASELINE-TIMELINE; BASELINE-RBAC","API_DATA_SCOPE","M23-US-06;M4-US-08","getAdminOrder","tests/m4-us-08-api.spec.ts;tests/m4-us-08-dashboard.spec.ts;tests/m4-us-08-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M4-US-08/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-001","P0_HIGH","API","METRICS","今日订单数口径可复算","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09;M5-US-01","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts;tests/m5-us-01-cross-client.spec.ts;tests/m5-us-01-traceability.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md;evidence/P0/M5-US-01/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-002","P0_HIGH","API","METRICS","进行中订单数口径可复算","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-003","P0_HIGH","API","METRICS","待处理任务数口径可复算","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-004","P0_HIGH","API","METRICS","已完成净消费扣除退款与冲正","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-005","P0_HIGH","API","METRICS","礼物净消费独立统计","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-006","P0_HIGH","API","METRICS","预留总额只含有效预留","BASELINE-METRICS; PL-02","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-007","P0_HIGH","API","METRICS","派单成功率使用已接受尝试除以总尝试","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-MET-008","P0_HIGH","API","METRICS","异常数按唯一事件计数","BASELINE-METRICS","API_METRIC_RECONCILIATION","M23-US-08;M4-US-09","getDashboardSummary","tests/m4-us-09-api.spec.ts;tests/m4-us-09-dashboard.spec.ts;tests/m4-us-09-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-09/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-UI-001","P0_BLOCKER","E2E","DISCORD_UI","个人服务中心使用合规原生组件","SPEC-7.5; M7-SPEC-§7","E2E_DISCORD_COMPONENTS","M1-US-04","createOrder;getOrder;updateOrder","tests/m1-us-04-bot.spec.ts","evidence/P0/M1-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-UI-002","P0_BLOCKER","E2E","DISCORD_UI","订单结构化选择在消息面板逐步完成","SPEC-6.2; SPEC-7.5","E2E_DISCORD_COMPONENTS","M1-US-04","createOrder;getOrder;updateOrder","tests/m1-us-04-bot.spec.ts","evidence/P0/M1-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-UI-003","P0_BLOCKER","E2E","DISCORD_UI","补充备注 Modal 保持单字段纵向布局","SPEC-6.2; SPEC-7.5","E2E_DISCORD_COMPONENTS","M1-US-04","createOrder;getOrder;updateOrder","tests/m1-us-04-bot.spec.ts","evidence/P0/M1-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-UI-004","P0_HIGH","E2E","DISCORD_UI","超过 25 个选项时使用消息分页或提交后搜索","SPEC-7.5","E2E_DISCORD_COMPONENTS","M1-US-04","createOrder;getOrder;updateOrder","tests/m1-us-04-bot.spec.ts","evidence/P0/M1-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-UI-005","P0_HIGH","E2E","DISCORD_UI","送礼与取消确认使用私密消息而非复杂 Modal","SPEC-7.5; SPEC-17.3","E2E_DISCORD_COMPONENTS","M2-US-10;M3-US-01","cancelOrder;createOrderGiftRequest;getCurrentBalance;listGifts;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts;tests/m3-us-01-api.spec.ts;tests/m3-us-01-bot.spec.ts;tests/m3-us-01-db.spec.ts","evidence/P0/M2-US-10/summary.md;evidence/P0/M3-US-01/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-CFG-001","P0_BLOCKER","E2E","BOT_CONFIG","L3 运营修改日常频道配置","BOT-CONFIG-DESIGN-§2-5; ACCESS-01; ACCESS-02","E2E_DISCORD_API","M23-US-08;M4-US-10","getBotConfig;testBotConfigDelivery;updateBotConfig;validateBotConfigChange","tests/m4-us-10-api.spec.ts;tests/m4-us-10-bot.spec.ts;tests/m4-us-10-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-10/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-CFG-002","P0_BLOCKER","API","BOT_CONFIG","L4 累积继承 L3 配置权限","BOT-CONFIG-DESIGN-§2; BASELINE-RBAC; ACCESS-01","API_RBAC","M23-US-08;M4-US-10","getBotConfig;testBotConfigDelivery;updateBotConfig;validateBotConfigChange","tests/m4-us-10-api.spec.ts;tests/m4-us-10-bot.spec.ts;tests/m4-us-10-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-10/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-CFG-003","P0_BLOCKER","API","BOT_CONFIG","L3 修改 Role 映射被 API 拒绝","BOT-CONFIG-DESIGN-§2-3; ACCESS-01; ACCESS-02","API_RBAC","M23-US-08;M4-US-10","getBotConfig;testBotConfigDelivery;updateBotConfig;validateBotConfigChange","tests/m4-us-10-api.spec.ts;tests/m4-us-10-bot.spec.ts;tests/m4-us-10-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-10/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-CFG-004","P0_BLOCKER","E2E","BOT_CONFIG","频道配置使用 Discord Channel Select","BOT-CONFIG-DESIGN-§3.1; BOT-CONFIG-DESIGN-§4","E2E_DISCORD_COMPONENTS","M23-US-08;M4-US-10","getBotConfig;testBotConfigDelivery;updateBotConfig;validateBotConfigChange","tests/m4-us-10-api.spec.ts;tests/m4-us-10-bot.spec.ts;tests/m4-us-10-db.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-10/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
