"item_id","item_type","milestone","epic_id","title","user_value","scope","dependencies","owner_type","estimate_person_days","acceptance_criteria","definition_of_done","master_spec_sections","api_operation_ids","critical_path","parallel_track","scope_exclusions","requirement_ids","delivery_status","target_release","evidence_refs","test_refs"
"EP-M11","EPIC","M11","EP-M11","候选池选秀式派单","陪玩先报名进入候选池，客户在语音选秀后原子确认一个或多个正式陪玩。","客户手动开始和终止无时限招募、报名名单 mention 实时投影、多人多单报名、无限时选秀、客服通知、候选语音权限、部分席位保留和最终原子选人。","EP-M10","product_tech_lead","18-28 (aggregate; do not sum with children)","报名不等于接单；不以 ONLINE/AVAILABLE 为门禁；未选人员权限最终收敛；原预留不重复创建。","M11 合同、数据/API、Bot/Worker、并发回归和真实 Guild UAT 全部通过。","M11 补充合同","createOrderSelectionPool;applyToOrderSelectionPool;withdrawOrderSelectionApplication;closeOrderSelectionPool;listOrderSelectionApplications;finalizeOrderSelectionPool","yes","selection_pool_dispatch","不做定时收口、自动选人、候选排名、选秀超时或并行正式服务订单。","SEL-01;SEL-02;FUND-06;READY-02","IN_PROGRESS","P0","FLOW:selection-pool-dispatch","AT-SEL-001;AT-SEL-002;AT-SEL-003;AT-SEL-004;AT-SEL-005;AT-SEL-006;AT-SEL-007"
"M11-US-01","USER_STORY","M11","EP-M11","候选池派单合同与 RED 基线","产品、开发、客服和验收共享一致的报名、选秀、权限及最终选人语义。","同步主规格、backlog、OpenAPI、Prisma、交互映射、验收、TODO 和镜像，并明确取代 first-success-wins 与 ONLINE/AVAILABLE 门禁。","none","product_architecture","3-5","历史版本冻结了可配置时间窗口；其时间控制语义现由 M11-US-05 取代；选秀不限时；报名可跨多单且不占活动槽；零人由客户选择；部分入选保留；未入选权限撤销。","合同 RED/GREEN、镜像、YAML、CSV、Prisma 目标合同和追踪关系通过；不声称运行时完成。","M11 补充合同","createOrderSelectionPool;applyToOrderSelectionPool;withdrawOrderSelectionApplication;closeOrderSelectionPool;listOrderSelectionApplications;finalizeOrderSelectionPool","yes","contracts","不在合同 Story 中实现运行时或迁移。","SEL-01;SEL-02;AUD-02","DONE","P0","CONTRACT:m11-selection-pool","AT-SEL-001;AT-SEL-002;AT-SEL-003;AT-SEL-004;AT-SEL-005;AT-SEL-006"
"M11-US-02","USER_STORY","M11","EP-M11","候选池数据与原子选择 API","客户可安全创建/关闭候选池，陪玩可报名/撤回，客户可原子确认多名正式陪玩。","新增 SelectionPool、SelectionApplication 与只追加事件；实现版本化 API、资格重验、需求容量、活动槽占用、跨池失效和参与人/分成快照。","M11-US-01;M10-US-02","api_data_domain","7-11","报名不写参与人或资金；最终选择任一失效整次回滚；部分席位保留；全部席位填满才 ACCEPTED；并发客户只有一次成功。","迁移、API、PostgreSQL 并发、幂等、资金不变、跨池失效和恢复测试通过。","M11 补充合同","createOrderSelectionPool;applyToOrderSelectionPool;withdrawOrderSelectionApplication;closeOrderSelectionPool;listOrderSelectionApplications;finalizeOrderSelectionPool","yes","selection_pool_api","不按 Discord presence 或手动 availability 判定，不自动选择或取消。","SEL-01;SEL-02;FUND-06","DONE","P0","DB:selection-pools;API:selection-pools","AT-SEL-001;AT-SEL-002;AT-SEL-004;AT-SEL-005"
"M11-US-03","USER_STORY","M11","EP-M11","Discord 选秀面板、语音与客服通知","客户和所有本轮报名者在选秀语音沟通，客服及时获知并可加入，终选后切换至正式服务房且权限准确收敛。","Bot 将接单改为报名/撤回，客户手动开始或终止无时限招募并分页选择；Worker 幂等创建无人数限制选秀房、通知客服，终选后另建 Service 房并按客户优先顺序移动正式参与者；Bot 在旧选秀房清空后删除频道。","M11-US-02;M9-US-18;M11-US-05","bot_worker_discord","6-10","候选名单仅客户/客服可完整查看；选秀开始通知客服频道；Service 房仅客户、入选陪玩和客服可见；未选者可见结果但无评分排名；Discord 失败重试并建任务。","Bot 组件、Worker REST、Gateway 清理、Outbox 恢复、权限收敛、重启与真实 Guild 多候选 UAT 通过。","M11 补充合同","createOrderSelectionPool;applyToOrderSelectionPool;withdrawOrderSelectionApplication;closeOrderSelectionPool;listOrderSelectionApplications;finalizeOrderSelectionPool","yes","selection_pool_discord","不把 Discord Role 当 API 授权，不给候选订单参与者权限。","SEL-02;AUD-02;OPS-01","IN_PROGRESS","P0","BOT:m11-selection-pool;JOB:selection-voice-sync","AT-SEL-003;AT-SEL-006;AT-SEL-007"
"M11-US-04","USER_STORY","M11","EP-M11","候选池派单回归与外部验收","真实客户、多个陪玩和客服可复核完整选秀闭环且资金、权限和恢复无偏差。","执行手动开始/终止、长期招募不自动收口、实时 mention 名单、零报名、多单报名、并发选人、部分席位续池、权限移除、客服通知、重启恢复和取消释放 UAT。","M11-US-03;M11-US-05","qa_release","4-6","自动化与真实 Guild 事实一致；无定时收口、重复预留、重复参与人、落选权限残留或 ONLINE/AVAILABLE 门禁。","全量回归、空库迁移、真实 Guild/Dashboard UAT、恢复演练和产品/客服签署通过。","M11 补充合同","none","yes","selection_pool_release","没有外部证据不声称发布完成。","SEL-01;SEL-02;FUND-06;AUD-02","PLANNED","P0","GATE:m11","AT-SEL-001;AT-SEL-002;AT-SEL-003;AT-SEL-004;AT-SEL-005;AT-SEL-006;AT-SEL-007"
"M11-US-05","USER_STORY","M11","EP-M11","无时限手动招募与实时报名名单","客户无需设置等待时间即可开始招募，并可在订单面板实时看到每位报名陪玩的 Discord mention，直到自己手动终止。","同步现行合同并移除新轮次 waitMinutes/deadline/自然关闭语义；开始与重新招募改为按钮；仅订单所有者可按池版本终止招募；报名/撤回触发同一订单 Embed 原位更新当前有效报名者 mention，禁用 mention 通知解析；旧定时关闭任务安全失效。","M11-US-02;M11-US-03","product_api_bot_worker","5-8","新池 waitMinutes/closesAt 为空且不创建 SELECTION_POOL_CLOSE；时间流逝不改变 COLLECTING；关闭 API 不接受客户端 reason 并由服务端记录 CUSTOMER_STOPPED；名单不只显示人数且报名/撤回后实时更新；订单和原 FundReservation 不变。","合同、迁移、API/Bot/Worker 单元与 PostgreSQL 回归、空库迁移和真实 Guild 报名/撤回/手动终止 UAT 通过。","M11 补充合同","createOrderSelectionPool;closeOrderSelectionPool;applyToOrderSelectionPool;withdrawOrderSelectionApplication;getOrder","yes","selection_pool_manual_control","不删除历史 waitMinutes/closesAt 或旧 close reason；不允许 Bot/Worker 自动终止，不触发 @ 通知。","SEL-01;SEL-02;FUND-06;AUD-02","IN_PROGRESS","P0","API:manual-selection-recruitment;BOT:selection-applicant-mentions","AT-SEL-001;AT-SEL-002;AT-SEL-005;AT-SEL-007"
"M11-US-06","USER_STORY","M11","EP-M11","数字 Reaction 报名与撤回","陪玩在一张公开招募卡上通过数字 Reaction 直觉地报名对应项目，并通过移除 Reaction 撤回。","Worker 按稳定需求顺序把单张招募卡映射到 1️⃣–9️⃣ 并持久化消息与需求绑定；Bot 将 Reaction 增删作为可信 Discord 观测交给统一 API，API 解析映射、重验资格并幂等创建、恢复或撤回报名；启动时对活动卡执行 Discord 与业务事实对账；首次发布招募时先发送黑猫主题派单图，整单取消时发送配套流单图。","M11-US-05","product_api_bot_worker_data","6-9","单卡最多九个报名项目且不得拆分、截断或写死为四个；超过九个项目时拒绝开始招募并记录可追踪错误；移除 Reaction 只撤回对应项目；数据库仍是业务事实来源；公开 Reaction 身份属于已接受的派单频道可见信息；状态图按订单幂等且终止招募不得误发流单图。","合同、迁移、API/Bot/Worker 单元与 PostgreSQL 并发回归、重启对账、图片顺序/幂等、空库迁移及真实 Guild 九项目增删 Reaction UAT 通过。","M11 补充合同","createOrderSelectionPool;observeOrderSelectionReaction;listActiveOrderSelectionReactionCards","yes","selection_reaction_signup","不拆分多张报名卡、不接受客户端提交 poolId/requirementId 映射、不把 Reaction 本身当授权事实或资金事实；图片不替代或改变原 Embed。","SEL-01;SEL-02;AUD-02;OPS-01","IN_PROGRESS","P0","API:selection-reaction-observation;BOT:selection-reactions;JOB:selection-reaction-reconcile","AT-SEL-008;AT-SEL-009"
"EP-M12","EPIC","M12","EP-M12","轻量客服打卡、首响自动认领与态度评分","小型客服团队可查看值班、转人工响应、Discord 自动认领和客户评价事实。","在现行多陪玩订单、订单级 StaffTask、可信 transcript 与 Dashboard 上交付简单打卡、4/5 分钟首响、自动认领、24 小时评分和最近 30 天汇总。","M4-US-02;M9-US-12;M11-US-03","product_tech_lead","10-15 (aggregate; do not sum with children)","StaffTask 保持订单级；打卡不改变权限；任何等级 ACTIVE 员工真实首响可自动认领；已有负责人不覆盖；评分失败不阻塞完单；系统不自动处罚。","四个 M12 Story 的合同、实现、回归和真实 Discord/Dashboard UAT 一致。","主规格 M12 补充","getMySupportShift;clockInSupportShift;clockOutSupportShift;getSupportSummary;createOrderSupportRating;appendOrderChannelMessageEvent","yes","support_operations","不做客服名单、排班、工资、交接、积分、申诉、自动停岗、CSV、可配置 SLA 或参与人级客服任务。","SUP-10","IN_PROGRESS","P0","FLOW:m12-minimal-support","AT-SUP-010;AT-SUP-011;AT-SUP-012;AT-SUP-013"
"M12-US-01","USER_STORY","M12","EP-M12","客服运营合同与 RED 基线","产品、客服、开发共享与现行多陪玩订单一致的极简客服运营语义。","同步主规格、backlog、OpenAPI、Prisma 目标合同、交互映射、验收、TODO 和发布镜像，并建立合同测试。","M4-US-02;M9-US-12;M11-US-03","product_architecture","2-3","固定 4 分钟提醒、5 分钟超时、L1-L4 ACTIVE 首响自动认领、24 小时评分和五个低分原因；明确订单级 StaffTask 与无处罚工作流。","合同测试、镜像一致、追踪与证据通过；不声称运行时已实现。","主规格 M12 补充","getMySupportShift;clockInSupportShift;clockOutSupportShift;getSupportSummary;createOrderSupportRating;appendOrderChannelMessageEvent","yes","contracts","不写运行时代码或迁移。","SUP-10","DONE","P0","CONTRACT:m12","AT-SUP-010;AT-SUP-011;AT-SUP-012;AT-SUP-013"
"M12-US-02","USER_STORY","M12","EP-M12","客服打卡与简单汇总","L1/L2 客服可记录上班和下班，主管查看最近 30 天事实。","实现单活动班次、重复请求幂等、带未结任务下班提示以及按客服聚合的班次、订单级任务、超时和评分摘要。","M12-US-01","api_dashboard_data","3-4","打卡只记录不限制认领；L3/L4 不打卡；存在本人 CLAIMED 任务时拒绝下班；无 CSV。","迁移、API、并发、Guild 隔离、Dashboard 和汇总测试通过。","主规格 M12 补充","getMySupportShift;clockInSupportShift;clockOutSupportShift;getSupportSummary","yes","support_attendance","不做客服名单、补签、排班、休息、工资、加班或导出。","SUP-10","DONE","P0","DASH:m12-support-shift","AT-SUP-010;AT-SUP-013"
"M12-US-03","USER_STORY","M12","EP-M12","订单频道首响、超时与自动认领","客户等待得到提醒和可追溯首响，客服在 Discord 真实回复即可接手订单任务。","为需对客订单级 StaffTask 建立 4/5 分钟时限，使用可信 Discord transcript 识别首条员工消息，并在无负责人时原子认领最早 OPEN 任务。","M12-US-01;M9-US-12","api_worker_bot_data","4-6","任何等级 ACTIVE 员工可触发且不要求打卡；已有 CLAIMED/PENDING_APPROVAL 负责人不覆盖；并发按订单串行；Bot/空消息/编辑不算；5 分钟超时只记录。","迁移、Worker 边界、transcript 投影、自动认领并发、审计、延迟消息和真实 Guild UAT 通过。","主规格 M12 补充","appendOrderChannelMessageEvent","yes","support_first_response","不做参与人级任务、自动归责、积分、处罚、申诉或实时 Dashboard 推送。","SUP-10;AUD-02","IN_PROGRESS","P0","BOT:m12-support-response","AT-SUP-011"
"M12-US-04","USER_STORY","M12","EP-M12","完单后客服体验评分与发布验收","客户可评价实际客服体验且评价流程不影响现行多陪玩资金闭环。","订单完成并存在真实首响后显示 24 小时一次评分；接入 Discord、Dashboard 汇总和真实 Guild/Railway UAT。","M12-US-02;M12-US-03;M10-US-04","api_bot_dashboard_qa","4-6","评分失败不回滚完单、资金捕获或逐人收益；1-2 分原因受控且 OTHER 必填文字；一单一次且不可编辑。","评分幂等、隐私、资金解耦、Bot/Dashboard、全量回归和真实 Guild/Railway UAT 通过。","主规格 M12 补充","createOrderSupportRating;confirmOrder","yes","support_rating_release","不做自动处罚、评分申诉、评分编辑、标签配置或客户公开榜单。","SUP-10;FUND-06","IN_PROGRESS","P0","GATE:m12-support","AT-SUP-012"
"EP-M13","EPIC","M13","EP-M13","业务集合稳定排序与可复用双视图","运营可按任务选择全局顺序，并在卡片和高密度表格之间切换而不丢失查询上下文。","为订单、用户、陪玩、服务目录、服务套餐、礼物目录与礼物请求建立服务端稳定排序、绑定查询的游标、共用工具栏、卡片/表格双视图、URL 状态和响应式列表。","M4-US-03;M10-US-08","product_tech_lead","16-25 (aggregate; do not sum with children)","七页均至少有默认排序和三种业务排序；CARD/TABLE 的对象、详情与动作一致；跨页稳定；Guild、scope、脱敏和权限不回归。","四个 M13 Story 的合同、API、Dashboard、回归和真实员工 UAT 全部通过。","主规格 M13 补充","listAdminOrders;listAdminUsers;listAdminPlayers;listServiceCatalogVersions;listAdminServicePackages;listAdminGiftCatalogItems;listAdminGiftRequests","yes","dashboard_collections","不做多列排序、拖拽/隐藏列、保存多套个人视图、批量操作、导出、无限滚动或由客户端计算业务优先级。","LST-01;ACCESS-02","PLANNED","P0","FLOW:m13-collection-browsing","AT-LST-001;AT-LST-002;AT-LST-003;AT-LST-004;AT-LST-005;AT-LST-006;AT-LST-007;AT-LST-008"
"M13-US-01","USER_STORY","M13","EP-M13","排序与双视图合同及 RED 基线","产品、开发和 QA 对七类集合共享一致的默认顺序、游标和视图行为。","冻结 sortBy/sortDirection、资源白名单、默认方向、NULLS LAST、唯一 ID tie-breaker、CARD/TABLE、窄屏列表、URL 状态及筛选排序分页联动；同步全部合同与镜像。","M4-US-03;M10-US-08","product_architecture","2-3","七个 operationId 均声明本资源排序白名单；禁止浏览器仅重排当前页、原始 SQL 字段透传和状态字母排序；合同可机械验证。","RED/GREEN 合同测试、CSV/YAML、追踪、镜像和证据通过；不声称排序 API 或双视图运行时已实现。","主规格 M13 补充","listAdminOrders;listAdminUsers;listAdminPlayers;listServiceCatalogVersions;listAdminServicePackages;listAdminGiftCatalogItems;listAdminGiftRequests","yes","contracts","不写运行时 API、SQL、索引、React 组件或迁移。","LST-01;ACCESS-02","DONE","P0","CONTRACT:m13","AT-LST-001;AT-LST-002;AT-LST-003;AT-LST-004;AT-LST-005;AT-LST-006;AT-LST-007;AT-LST-008"
"M13-US-02","USER_STORY","M13","EP-M13","七类列表 API 稳定排序与游标","运营翻页前后始终遵循所选全局顺序，不因当前页重排而漏项或重复处理。","七个列表端点接入统一白名单排序解析器、稳定 keyset 查询、NULLS LAST、唯一 ID tie-breaker、查询绑定 HMAC 游标与必要索引。","M13-US-01","api_data","5-8","升降序、相同键、空值、首尾页和篡改游标通过；排序或筛选变化后旧游标返回 400；Guild/scope 先于排序分页生效；SQL 不拼接原始字段。","API、数据库、查询计划、并发插入、游标签名、权限和跨 Guild 测试通过。","主规格 M13 补充","listAdminOrders;listAdminUsers;listAdminPlayers;listServiceCatalogVersions;listAdminServicePackages;listAdminGiftCatalogItems;listAdminGiftRequests","yes","collection_api","不加载全表到客户端、不承诺快照隔离之外的历史冻结视图。","LST-01;ACCESS-02","PLANNED","P0","API:m13-stable-sort","AT-LST-001;AT-LST-002;AT-LST-003;AT-LST-008"
"M13-US-03","USER_STORY","M13","EP-M13","可复用集合工具栏与卡片表格接入","运营在七个页面用相同方式排序和切换视图，无需重新学习且不丢详情与操作。","实现共用集合配置、工具栏、查询状态、卡片网格、显式列表格、窄屏行式列表和 URL query；七页接入同一 items、详情与 action capability。","M13-US-02","frontend_dashboard","6-9","切换视图不请求 API；改变排序只请求第一页且旧响应不覆盖新结果；两视图对象、字段、详情与动作一致；显式列白名单；非法 URL 安全回退。","组件、路由、请求竞态、响应式、键盘、Dashboard build 和七页 E2E 通过。","主规格 M13 补充","listAdminOrders;listAdminUsers;listAdminPlayers;listServiceCatalogVersions;listAdminServicePackages;listAdminGiftCatalogItems;listAdminGiftRequests","yes","collection_dashboard","不建立七套组件、不以动态字段收集生成表头、不扩大列表敏感字段。","LST-01;ACCESS-02","PLANNED","P0","DASH:m13-dual-view","AT-LST-004;AT-LST-005;AT-LST-006;AT-LST-007;AT-LST-008"
"M13-US-04","USER_STORY","M13","EP-M13","跨页一致性、可访问性与发布验收","产品、运营和 QA 可在真实数据与不同屏幕下确认排序、视图、权限和操作一致。","覆盖七页排序矩阵、游标、URL 恢复、请求竞态、视图 parity、键盘、375/768/桌面断点、L1-L4 与跨 Guild fixture，并执行真实员工 Dashboard UAT。","M13-US-03","qa_release","3-5","每页完成默认及至少三种排序、升降序、跨页、空状态、两视图、窄屏和权限验证；核心字段、详情与操作均可达。","全量回归、类型检查、生产构建、API/数据库测试、真实员工 UAT 和产品签署通过。","主规格 M13 补充","none","yes","collection_release","没有外部证据不声称发布完成。","LST-01;ACCESS-02","PLANNED","P0","GATE:m13","AT-LST-001;AT-LST-002;AT-LST-003;AT-LST-004;AT-LST-005;AT-LST-006;AT-LST-007;AT-LST-008"
"EP-M14","EPIC","M14","EP-M14","客服任务优先工作台与可行动订单上下文","客服进入 Dashboard 即可识别最急任务、理解上下文并安全采取下一步。","修正客服队列信息层级、服务端分诊摘要与安全深链、认领前预览、人性化订单上下文和可行动指标。","M4-US-02;M12-US-03;M13-US-03","product_tech_lead","18-28 (aggregate; do not sum with children)","任务首屏可见且服务端稳定排序；不盲认领；Discord 链接完整；订单主信息可读；权限和 Guild scope 不回归。","五个 M14 Story 的合同、实现、回归和真实员工 UAT 一致。","主规格 M14 补充","listStaffTasks;getStaffTask;getDashboardSummary;listAdminOrders;getAdminOrder","yes","support_workbench_ux","不做 CRM、排班、可配置 SLA、聊天归档、实时推送、批量处理或客户端业务优先级。","SUP-UX-01;ACCESS-02","IN_PROGRESS","P0","FLOW:m14-support-first-workbench","AT-SUX-001;AT-SUX-002;AT-SUX-003;AT-SUX-004;AT-SUX-005;AT-SUX-006;AT-SUX-007"
"M14-US-01","USER_STORY","M14","EP-M14","客服工作台体验合同与 RED 基线","产品、客服、开发和 QA 对问题、优先级与修复边界形成一致合同。","整理真实 L4 Dashboard 发现；冻结 queue-first、服务端分诊、安全深链、认领前最小摘要、人性化订单上下文与验收顺序；同步合同和镜像。","M4-US-02;M12-US-03;M13-US-03","product_architecture","2-3","问题可追踪到 Story 和验收；不改变 StaffTask、资金、权限、Guild scope 或固定 4/5 分钟语义。","RED/GREEN 合同测试、YAML/CSV、镜像和证据通过；不声称运行时已实现。","主规格 M14 补充","listStaffTasks;getStaffTask;getDashboardSummary;listAdminOrders;getAdminOrder","yes","contracts","不写运行时代码、迁移或新 CRM 模型。","SUP-UX-01;ACCESS-02","DONE","P0","CONTRACT:m14","AT-SUX-001;AT-SUX-002;AT-SUX-003;AT-SUX-004;AT-SUX-005;AT-SUX-006;AT-SUX-007"
"M14-US-02","USER_STORY","M14","EP-M14","安全任务分诊投影与 Discord 深链","客服认领前获得足够但最小的业务上下文，并且不会打开无效频道链接。","统一 API 为可见 StaffTask 投影公开订单号、展示名、项目、金额、原因、等待起点、下一动作与可信频道链接；服务端按超时和截止时间稳定排序。","M14-US-01","api_data","4-6","缺 Guild 或频道时链接为 null；永不返回 /channels//；摘要不扩大完整订单读取或写权限；排序跨页稳定。","API、权限、跨 Guild、字段白名单、链接边界、游标和数据库测试通过。","主规格 M14 补充","listStaffTasks;getStaffTask","yes","support_triage_api","不新增 StaffTask 粒度、CRM 数据或客户端优先级计算。","SUP-UX-01;ACCESS-02","DONE","P0","API:m14-task-triage","AT-SUX-002;AT-SUX-003;AT-SUX-004"
"M14-US-03","USER_STORY","M14","EP-M14","首屏任务队列与认领前只读上下文","客服无需滚过报表即可判断并处理最急任务。","重排客服工作台为紧凑班次状态加首屏任务队列；卡片展示服务端摘要、时间压力、负责人、下一动作和可用深链；支持认领前只读预览。","M14-US-02","frontend_dashboard","5-8","常见桌面首屏至少看到队列标题和首项；认领前可查看最小上下文；无效链接隐藏；键盘顺序与视觉优先级一致。","组件、路由、空错态、响应式、键盘、Dashboard build 和真实数据 E2E 通过。","主规格 M14 补充","listStaffTasks;getStaffTask;claimStaffTask","yes","support_queue_dashboard","不提供批量认领、拖拽排序、实时推送或浏览器拼链接。","SUP-UX-01;ACCESS-02","DONE","P0","DASH:m14-queue-first","AT-SUX-001;AT-SUX-003;AT-SUX-004"
"M14-US-04","USER_STORY","M14","EP-M14","人性化订单信息层级与可行动指标跳转","客服从订单列表、详情和概览快速理解当前情况与下一步。","订单卡片和详情优先公开编号、展示名、项目、中文状态、金额、相对/精确时间、阻塞与下一动作；技术字段折叠；待处理、超时和进行中指标进入受权筛选结果。","M14-US-03","frontend_dashboard_api","4-6","主路径不以 UUID、原始枚举或 minor units 为标题；技术事实仍可审计；指标跳转保持 Guild/scope 且不客户端汇总。","订单与概览组件、URL、权限、金额、时间、筛选和回归测试通过。","主规格 M14 补充","getDashboardSummary;listAdminOrders;getAdminOrder","yes","order_operational_context","不改变订单状态机、资金事实，不新增 BI 或导出。","SUP-UX-01;ACCESS-02","DONE","P0","DASH:m14-order-context","AT-SUX-005;AT-SUX-006"
"M14-US-05","USER_STORY","M14","EP-M14","RBAC、可访问性与真实员工 UAT 发布验收","不同等级客服在真实数据中都能安全、高效完成分诊和订单处理。","覆盖 L1-L4、已认领与未认领、超时、缺频道、375/768/桌面、键盘、读屏名称及当前业务 Guild 的真实员工任务闭环；跨 Guild 隔离由 API/数据库自动化回归证明，不要求第二个真实 Guild。","M14-US-04","qa_release","3-5","无越权预览、跨 Guild 泄露、无效链接或隐藏关键动作；任务与订单主路径可由键盘完成。","全量回归、typecheck、production build、API/数据库测试、真实员工 UAT 和产品/客服签署通过。","主规格 M14 补充","none","yes","support_workbench_release","没有外部证据不声称发布完成。","SUP-UX-01;ACCESS-02","PLANNED","P0","GATE:m14","AT-SUX-001;AT-SUX-002;AT-SUX-003;AT-SUX-004;AT-SUX-005;AT-SUX-006;AT-SUX-007"
"EP-M15","EPIC","M15","EP-M15","Dashboard 客服运营闭环","客服可在统一后台完成 Bot 配置、订单售后、客户与陪玩运营及员工账号治理。","补齐独立退款、只读订单频道记录、Bot 配置、钱包冲正、员工控制陪玩接单资格、客户展示名与员工账号管理。","M14-US-04","product_tech_lead","24-36 (aggregate; do not sum with children)","所有写入经统一 API、权限与 Guild scope；Dashboard 不发送 Discord 消息；不包含老板或陪玩个人操作。","M15 九个 Story 合同、实现、真实业务 E2E 与回归门禁一致。","主规格 M15 补充","refundOrder;listAdminOrderTranscript;getBotConfig;validateBotConfigChange;updateBotConfig;testBotConfigDelivery;createWalletAdjustment;setPlayerOperationalStatus;updateAdminCustomerProfile;listAdminStaffAccounts;approveStaffRoleElevation;updateStaffRole;revokeStaffSessions","yes","dashboard_support_parity","不实现 Dashboard Discord 回复、陪玩自助接单开关、老板或陪玩个人流程。","DOP-01;ACCESS-02","IN_PROGRESS","P0","FLOW:m15-dashboard-support-parity","AT-DOP-001;AT-DOP-002;AT-DOP-003;AT-DOP-004;AT-DOP-005;AT-DOP-006;AT-DOP-007;AT-DOP-008"
"M15-US-01","USER_STORY","M15","EP-M15","客服运营闭环合同与 RED 基线","产品、客服、开发和 QA 对剩余后台能力、权限和排除项形成一致合同。","冻结七组能力、八个验收场景、统一 API 与 Dashboard 交互；建立未实现 RED 基线并同步镜像。","M14-US-04","product_architecture","2-3","明确只读频道记录、禁止 Dashboard 发 Discord、陪玩无自助开关、写入审计与 Guild 隔离。","合同测试由 RED 转 GREEN；YAML、CSV、镜像和证据可复核；不声称运行时完成。","主规格 M15 补充","listAdminOrderTranscript;updateAdminCustomerProfile;listAdminStaffAccounts","yes","contracts","不写运行时代码、迁移或伪造外部 UAT。","DOP-01;ACCESS-02","DONE","P0","CONTRACT:m15","AT-DOP-001;AT-DOP-002;AT-DOP-003;AT-DOP-004;AT-DOP-005;AT-DOP-006;AT-DOP-007;AT-DOP-008"
"M15-US-02","USER_STORY","M15","EP-M15","订单独立退款工作流","客服可在不取消订单的情况下处理完成后或异常结案的部分退款。","订单详情提供独立退款入口、金额、原因、幂等提交与结果时间线；服务端复用 append-only 退款语义。","M15-US-01","api_frontend_dashboard","3-5","不得超过可退金额；重复提交不重复退款；不修改原账目；权限和 Guild scope 生效。","API、组件、资金、幂等、权限和真实业务 E2E 通过。","主规格 M15 补充","refundOrder","yes","order_refund","不接第三方支付渠道、不以取消订单替代退款。","DOP-01;WALLET-01","DONE","P0","DASH:m15-refund","AT-DOP-001"
"M15-US-03","USER_STORY","M15","EP-M15","订单频道记录只读查看","客服处理进行中投诉时可从订单上下文查看相关频道记录。","按订单和任务 scope 分页读取消息创建、编辑、删除、回复关系及附件元数据；Dashboard 只读展示。","M15-US-01","api_frontend_dashboard","4-6","L1 仅已分配任务、L2+ 同 Guild；不发送、编辑或删除 Discord 消息；跨 Guild 不泄露。","API、游标、权限、字段白名单、空错态和 E2E 通过。","主规格 M15 补充","listAdminOrderTranscript","yes","order_transcript","不做通用聊天归档、全文检索、Dashboard Discord 回复。","DOP-02;ACCESS-02","DONE","P0","DASH:m15-transcript","AT-DOP-002"
"M15-US-04","USER_STORY","M15","EP-M15","Bot 配置完整后台","有权限员工可在 Dashboard 查看、校验、更新并测试 Bot 业务配置。","接入既有 Bot 配置读、校验、乐观锁更新与测试投递；敏感 Role/频道字段采用更高权限和 step-up。","M15-US-01","frontend_dashboard_api","4-6","L3 可管理运营字段；安全字段仅 L4；版本冲突可恢复；不暴露密钥。","组件、权限、校验、并发、测试投递与 E2E 通过。","主规格 M15 补充","getBotConfig;validateBotConfigChange;updateBotConfig;testBotConfigDelivery","yes","bot_config_dashboard","不保存 Discord token、不绕过 Discord Select 与服务端校验。","DOP-03;ACCESS-02","DONE","P0","DASH:m15-bot-config","AT-DOP-003"
"M15-US-05","USER_STORY","M15","EP-M15","钱包 Adjustment 冲正工作流","高级客服可用追加冲正纠正错误充值、退款或人工账目。","选择原始账目、输入方向金额和原因，创建 append-only Adjustment 并刷新余额与审计。","M15-US-01","frontend_dashboard_api","3-5","客户端不写余额；原账目不修改；金额为 CAT subunits；幂等、L3 与 Guild scope 生效。","资金不变量、权限、组件和 E2E 通过。","主规格 M15 补充","createWalletAdjustment","yes","wallet_adjustment","不删除或修改账目、不连接外部支付渠道。","DOP-04;WALLET-01","DONE","P0","DASH:m15-wallet-adjustment","AT-DOP-004"
"M15-US-06","USER_STORY","M15","EP-M15","员工控制陪玩接单资格","客服可暂停或恢复陪玩进入候选池与申请订单的资格。","陪玩详情由 L3 员工设置 ACTIVE、PAUSED 或 SUSPENDED；候选池和申请 API 使用内部审核状态。","M15-US-01","api_frontend_dashboard","4-6","陪玩没有自助开关；Discord 在线状态与旧 availability 不授权；暂停后新候选排除且申请拒绝。","领域、API、权限、列表详情与业务 E2E 通过。","主规格 M15 补充","setPlayerOperationalStatus","yes","player_eligibility","不替代订单候选申请流程、不让客户端自报资格。","DOP-05;ACCESS-02","DONE","P0","DASH:m15-player-eligibility","AT-DOP-005"
"M15-US-07","USER_STORY","M15","EP-M15","客户 Profile 展示名编辑","客服可纠正客户用于业务界面的展示名，同时保留身份与资金事实。","L2+ 在客户 Profile 以 expectedVersion 和原因修改 displayName，并记录审计。","M15-US-01","api_frontend_dashboard","3-5","Discord ID、内部用户 ID、钱包、历史和只追加备注不可编辑；冲突与越权明确。","API、审计、并发、组件和 E2E 通过。","主规格 M15 补充","updateAdminCustomerProfile","yes","customer_profile_edit","不建设通用 CRM 或可编辑身份档案。","DOP-06;ACCESS-02","DONE","P0","DASH:m15-profile-edit","AT-DOP-006"
